Data,stat
2.560000E+02,1.600000E+01
6.700000E+01,8.185353E+00
1.700000E+01,4.123106E+00
2.000000E+00,1.414214E+00
1.000000E+00,1.000000E+00
0.000000E+00,0.000000E+00
